美国的肯德基主要目的是便捷，中国是注重味道，中国更好吃。,1541114652.0,1968.0,1.0,男,姬静香,4.0,0.0
肯德基和麦当劳有什么区别吗，单纯好奇,1540986050.0,1967.0,0.0,女,骑驴寻马找骆驼C,4.0,2.0
等等，肯德基最早不就是美国餐厅么……,1540890812.0,1966.0,0.0,男,后勤连政委,4.0,0.0
我觉得中国肯德基都是穷人才吃的,1540641697.0,1964.0,0.0,男,精神病院五号床患者,4.0,8.0
肯德基的原版难道不是美国的吗？Σ(ﾟ∀ﾟﾉ)ﾉ,1540312488.0,1960.0,4.0,保密,Rolyz,4.0,0.0
中国肯德基,1538658179.0,1932.0,0.0,保密,随缘steam游戏玩,4.0,0.0
肯德基不卖鸡卖猪吗？,1537666878.0,1905.0,0.0,保密,wjlss,2.0,0.0
看不懂，原版肯德基指啥？美国的不就是原版吗？,1537328955.0,1903.0,1.0,女,秋天冬至,3.0,0.0
美国肯德基不就是原版肯德基吗？？？,1536936655.0,1896.0,4.0,保密,斯特拉爱吃杏仁酥,4.0,0.0
朱一龙和我都喜欢肯德基,1536087942.0,1878.0,4.0,保密,如何让我忘记你,4.0,0.0
我就是喜欢吃肯德基的鸡呀,1535987827.0,1877.0,0.0,保密,xiaobiebie,4.0,0.0
我爱吃肯德基的嫩牛五方……,1535793451.0,1873.0,0.0,女,玄策不想次胡萝北_,2.0,0.0
更喜欢肯德基，我觉得麦当劳的汉堡不好吃(〜￣△￣)〜,1535629938.0,1871.0,3.0,保密,哈韩又怎样,2.0,5.0
林宛瑜：您好我要一份肯德基,1535529452.0,1867.0,6.0,女,IG夺冠我吃狗屎,4.0,0.0
外国的肯德基汉堡大小跟儿童餐似得,1535504018.0,1865.0,3.0,保密,林桉桉桉,3.0,0.0
感谢肯德基中国店，让我吃到了汉堡而不是鸡,1535474787.0,1864.0,5.0,保密,sillyers,4.0,0.0
哈比特了解一下和视频里真的差不多 吃了之后肯德基麦当劳汉堡王之类的都是渣渣,1535470159.0,1863.0,0.0,保密,夜吃豆子,5.0,3.0
买一个肯德基，你膨胀了！,1535464878.0,1862.0,0.0,保密,阮子July,3.0,0.0
肯德基卖过面条？,1535464338.0,1861.0,0.0,女,逃跑的桃,5.0,1.0
他们忘了kfc就是美国的，中国的只是在原有的基础上加了些别的，在美国可能有肯德基早餐，而中国的肯德基只是一个像餐饮店吧。美国的只有鸡，说明主题就是鸡,1535003146.0,1839.0,4.0,保密,Dct-毛,5.0,0.0
肯德基=啃的鸡,1534954014.0,1838.0,6.0,男,离殇挽冬情,3.0,2.0
所以说 肯德基才是爸爸[小电视_笑],1534939777.0,1836.0,0.0,男,浪迹天涯任飘渺,4.0,0.0
肯德基难道不是美国的吗←_←,1534847466.0,1835.0,3.0,保密,Dante_Alexeivich,3.0,0.0
肯德基有面。。,1534738862.0,1829.0,0.0,保密,小墙四号plus,4.0,0.0
美国肯德基？原版肯德基？原版的是什么,1534533094.0,1819.0,0.0,保密,废体少侠,4.0,0.0
在华盛顿附近前两年留学时发现美国肯德基少得可怜，一个城市都不一定有一家。,1534397437.0,1811.0,0.0,保密,TexWellmax,5.0,2.0
美国肯德基不是原版肯德基吗？,1534338597.0,1807.0,1.0,保密,永不停下奔跑的懵懵,3.0,0.0
up真有钱，要买一个肯德基●▽●,1534247984.0,1804.0,5.0,保密,漓漓栀,3.0,0.0
美国肯德基    和    原版肯德基,1533971707.0,1796.0,5.0,保密,不了人呢,3.0,6.0
